Country,Code,Year,Internet_Users_Percent,Region,IncomeGroup
China,CHN,2011,38.3,East Asia & Pacific,Upper middle income
Cote d'Ivoire,CIV,2011,2.900000095,Sub-Saharan Africa,Lower middle income
Cameroon,CMR,2011,5.0,Sub-Saharan Africa,Lower middle income
"Congo, Dem. Rep.",COD,2011,1.200000048,Sub-Saharan Africa,Low income
"Congo, Rep.",COG,2011,5.6,Sub-Saharan Africa,Lower middle income
Colombia,COL,2011,40.35091575,Latin America & Caribbean,Upper middle income
Comoros,COM,2011,5.5,Sub-Saharan Africa,Lower middle income
Cabo Verde,CPV,2011,32.0,Sub-Saharan Africa,Upper middle income
Costa Rica,CRI,2011,39.212196,Latin America & Caribbean,High income
Cuba,CUB,2011,16.0172908,Latin America & Caribbean,Upper middle income
Cayman Islands,CYM,2011,69.46594499,Latin America & Caribbean,High income
Cyprus,CYP,2011,56.85989235,Europe & Central Asia,High income
Czechia,CZE,2011,70.49,Europe & Central Asia,High income
Germany,DEU,2011,81.26999954,Europe & Central Asia,High income
Djibouti,DJI,2011,7.0,Middle East & North Africa,Lower middle income
Dominica,DMA,2011,48.59999847,Latin America & Caribbean,Upper middle income
Denmark,DNK,2011,89.81001339,Europe & Central Asia,High income
Dominican Republic,DOM,2011,38.0,Latin America & Caribbean,Upper middle income
Algeria,DZA,2011,14.89999962,Middle East & North Africa,Upper middle income
Ecuador,ECU,2011,31.36680836,Latin America & Caribbean,Upper middle income
"Egypt, Arab Rep.",EGY,2011,25.6,Middle East & North Africa,Lower middle income
Eritrea,ERI,2011,0.699999988,Sub-Saharan Africa,Low income
Spain,ESP,2011,67.08999939,Europe & Central Asia,High income
Estonia,EST,2011,76.5,Europe & Central Asia,High income
Ethiopia,ETH,2011,1.100000024,Sub-Saharan Africa,
Finland,FIN,2011,88.70999491,Europe & Central Asia,High income
Fiji,FJI,2011,28.0,East Asia & Pacific,Upper middle income
France,FRA,2011,77.81999899,Europe & Central Asia,High income
Faroe Islands,FRO,2011,80.7321728,Europe & Central Asia,High income
"Micronesia, Fed. Sts.",FSM,2011,22.79999924,East Asia & Pacific,Lower middle income
Gabon,GAB,2011,18.0,Sub-Saharan Africa,Upper middle income
United Kingdom,GBR,2011,85.37999855,Europe & Central Asia,High income
Georgia,GEO,2011,31.52000046,Europe & Central Asia,Upper middle income
Ghana,GHA,2011,9.0,Sub-Saharan Africa,Lower middle income
Gibraltar,GIB,2011,65.0,Europe & Central Asia,High income
Guinea,GIN,2011,2.0,Sub-Saharan Africa,Lower middle income
"Gambia, The",GMB,2011,10.87030029,Sub-Saharan Africa,Low income
Guinea-Bissau,GNB,2011,2.671999931,Sub-Saharan Africa,Low income
Equatorial Guinea,GNQ,2011,11.5,Sub-Saharan Africa,Upper middle income
Greece,GRC,2011,51.64999517,Europe & Central Asia,High income
Grenada,GRD,2011,30.0,Latin America & Caribbean,Upper middle income
Greenland,GRL,2011,64.0,Europe & Central Asia,High income
Guatemala,GTM,2011,12.30000019,Latin America & Caribbean,Upper middle income
Guam,GUM,2011,57.7,East Asia & Pacific,High income
Guyana,GUY,2011,30.0,Latin America & Caribbean,High income
"Hong Kong SAR, China",HKG,2011,72.19999695,East Asia & Pacific,High income
Honduras,HND,2011,15.9,Latin America & Caribbean,Lower middle income
Croatia,HRV,2011,57.78997899,Europe & Central Asia,High income
Haiti,HTI,2011,9.0,Latin America & Caribbean,Lower middle income
Hungary,HUN,2011,68.01998789,Europe & Central Asia,High income
Indonesia,IDN,2011,12.28,East Asia & Pacific,Upper middle income
India,IND,2011,10.07,South Asia,Lower middle income
Ireland,IRL,2011,74.88997297,Europe & Central Asia,High income
"Iran, Islamic Rep.",IRN,2011,19.0,Middle East & North Africa,Upper middle income
Iraq,IRQ,2011,5.0,Middle East & North Africa,Upper middle income
Iceland,ISL,2011,94.8196868,Europe & Central Asia,High income
Israel,ISR,2011,68.87387799,Middle East & North Africa,High income
Italy,ITA,2011,54.3899983,Europe & Central Asia,High income
Jamaica,JAM,2011,37.43861341,Latin America & Caribbean,Upper middle income
Jordan,JOR,2011,34.9,Middle East & North Africa,Lower middle income
Japan,JPN,2011,79.05411352,East Asia & Pacific,High income
Kazakhstan,KAZ,2011,50.6,Europe & Central Asia,Upper middle income
Kenya,KEN,2011,8.800000191,Sub-Saharan Africa,Lower middle income
Kyrgyz Republic,KGZ,2011,17.5,Europe & Central Asia,Lower middle income
Cambodia,KHM,2011,3.099999905,East Asia & Pacific,Lower middle income
Kiribati,KIR,2011,10.0,East Asia & Pacific,Lower middle income
St. Kitts and Nevis,KNA,2011,63.20000076,Latin America & Caribbean,High income
"Korea, Rep.",KOR,2011,83.75912015,East Asia & Pacific,High income
Kuwait,KWT,2011,65.76907069,Middle East & North Africa,High income
Lao PDR,LAO,2011,9.0,East Asia & Pacific,Lower middle income
Lebanon,LBN,2011,52.0,Middle East & North Africa,Lower middle income
Liberia,LBR,2011,2.5,Sub-Saharan Africa,Low income
Libya,LBY,2011,14.0,Middle East & North Africa,Upper middle income
St. Lucia,LCA,2011,34.0,Latin America & Caribbean,Upper middle income
Liechtenstein,LIE,2011,85.0,Europe & Central Asia,High income
Sri Lanka,LKA,2011,7.956399918,South Asia,Lower middle income
Lesotho,LSO,2011,7.0,Sub-Saharan Africa,Lower middle income
Lithuania,LTU,2011,63.6399774,Europe & Central Asia,High income
Luxembourg,LUX,2011,90.02985856,Europe & Central Asia,High income
Latvia,LVA,2011,69.74995456,Europe & Central Asia,High income
"Macao SAR, China",MAC,2011,60.20369672,East Asia & Pacific,High income
Morocco,MAR,2011,46.1074826,Middle East & North Africa,Lower middle income
Monaco,MCO,2011,80.30000305,Europe & Central Asia,High income
Moldova,MDA,2011,32.06999969,Europe & Central Asia,Upper middle income
Madagascar,MDG,2011,1.899999976,Sub-Saharan Africa,Low income
Maldives,MDV,2011,34.0,South Asia,Upper middle income
Mexico,MEX,2011,37.17629541,Latin America & Caribbean,Upper middle income
Marshall Islands,MHL,2011,10.0,East Asia & Pacific,Upper middle income
North Macedonia,MKD,2011,56.7,Europe & Central Asia,Upper middle income
Mali,MLI,2011,2.2,Sub-Saharan Africa,Low income
Malta,MLT,2011,68.01982379,Middle East & North Africa,High income
Myanmar,MMR,2011,0.98,East Asia & Pacific,Lower middle income
Montenegro,MNE,2011,35.61154125,Europe & Central Asia,Upper middle income
Mongolia,MNG,2011,12.49999111,East Asia & Pacific,Upper middle income
Mozambique,MOZ,2011,4.599999905,Sub-Saharan Africa,Low income
Mauritania,MRT,2011,4.5,Sub-Saharan Africa,Lower middle income
Mauritius,MUS,2011,34.95000076,Sub-Saharan Africa,Upper middle income
Malawi,MWI,2011,3.33,Sub-Saharan Africa,Low income
Malaysia,MYS,2011,61.0,East Asia & Pacific,Upper middle income
Namibia,NAM,2011,12.0,Sub-Saharan Africa,Lower middle income
New Caledonia,NCL,2011,50.0,East Asia & Pacific,High income
Niger,NER,2011,0.9,Sub-Saharan Africa,Low income
Nigeria,NGA,2011,13.80000019,Sub-Saharan Africa,Lower middle income
Nicaragua,NIC,2011,10.6,Latin America & Caribbean,Lower middle income
Netherlands,NLD,2011,91.41999576,Europe & Central Asia,High income
Norway,NOR,2011,93.48998265,Europe & Central Asia,High income
Nepal,NPL,2011,9.0,South Asia,Lower middle income
Nauru,NRU,2011,54.0,East Asia & Pacific,High income
New Zealand,NZL,2011,81.23000336,East Asia & Pacific,High income
Oman,OMN,2011,48.0,Middle East & North Africa,High income
Pakistan,PAK,2011,8.0,Middle East & North Africa,Lower middle income
Panama,PAN,2011,42.7,Latin America & Caribbean,High income
Peru,PER,2011,36.01,Latin America & Caribbean,Upper middle income
Philippines,PHL,2011,29.0,East Asia & Pacific,Lower middle income
Papua New Guinea,PNG,2011,2.0,East Asia & Pacific,Lower middle income
Poland,POL,2011,61.94999897,Europe & Central Asia,High income
Puerto Rico (US),PRI,2011,48.0,Latin America & Caribbean,High income
Portugal,PRT,2011,55.24999688,Europe & Central Asia,High income
Paraguay,PRY,2011,24.76351588,Latin America & Caribbean,Upper middle income
West Bank and Gaza,PSE,2011,41.08000183,Middle East & North Africa,Lower middle income
French Polynesia,PYF,2011,49.0,East Asia & Pacific,High income
Qatar,QAT,2011,69.0,Middle East & North Africa,High income
Romania,ROU,2011,40.00999678,Europe & Central Asia,High income
Russian Federation,RUS,2011,58.0,Europe & Central Asia,High income
Rwanda,RWA,2011,7.0,Sub-Saharan Africa,Low income
Saudi Arabia,SAU,2011,47.5,Middle East & North Africa,High income
Senegal,SEN,2011,9.800000191,Sub-Saharan Africa,Lower middle income
Singapore,SGP,2011,71.0,East Asia & Pacific,High income
Solomon Islands,SLB,2011,6.0,East Asia & Pacific,Lower middle income
Sierra Leone,SLE,2011,0.899999976,Sub-Saharan Africa,Low income
El Salvador,SLV,2011,18.89999962,Latin America & Caribbean,Upper middle income
San Marino,SMR,2011,49.6,Europe & Central Asia,High income
"Somalia, Fed. Rep.",SOM,2011,1.25,Sub-Saharan Africa,Low income
Serbia,SRB,2011,42.2,Europe & Central Asia,Upper middle income
Sao Tome and Principe,STP,2011,20.16119957,Sub-Saharan Africa,Lower middle income
Suriname,SUR,2011,32.0,Latin America & Caribbean,Upper middle income
Slovak Republic,SVK,2011,74.43999717,Europe & Central Asia,High income
Slovenia,SVN,2011,67.33999481,Europe & Central Asia,High income
Sweden,SWE,2011,92.76998606,Europe & Central Asia,High income
Eswatini,SWZ,2011,18.13,Sub-Saharan Africa,Lower middle income
Seychelles,SYC,2011,43.16400146,Sub-Saharan Africa,High income
Syrian Arab Republic,SYR,2011,22.5,Middle East & North Africa,Low income
Chad,TCD,2011,1.899999976,Sub-Saharan Africa,Low income
Togo,TGO,2011,3.5,Sub-Saharan Africa,Low income
Thailand,THA,2011,23.66992562,East Asia & Pacific,Upper middle income
Tajikistan,TJK,2011,13.02999973,Europe & Central Asia,Lower middle income
Turkmenistan,TKM,2011,5.0,Europe & Central Asia,Upper middle income
Timor-Leste,TLS,2011,4.0,East Asia & Pacific,Lower middle income
Tonga,TON,2011,25.0,East Asia & Pacific,Upper middle income
Trinidad and Tobago,TTO,2011,55.2,Latin America & Caribbean,High income
Tunisia,TUN,2011,39.1,Middle East & North Africa,Lower middle income
Turkiye,TUR,2011,43.06571043,Europe & Central Asia,Upper middle income
Tuvalu,TUV,2011,16.5,East Asia & Pacific,Upper middle income
Tanzania,TZA,2011,3.200000048,Sub-Saharan Africa,Lower middle income
Uganda,UGA,2011,4.599999905,Sub-Saharan Africa,Low income
Ukraine,UKR,2011,28.70826284,Europe & Central Asia,Upper middle income
Uruguay,URY,2011,51.40466106,Latin America & Caribbean,High income
United States,USA,2011,69.72946076,North America,High income
Uzbekistan,UZB,2011,18.6,Europe & Central Asia,Lower middle income
St. Vincent and the Grenadines,VCT,2011,36.70000076,Latin America & Caribbean,Upper middle income
"Venezuela, RB",VEN,2011,40.22,Latin America & Caribbean,
British Virgin Islands,VGB,2011,37.4,Latin America & Caribbean,High income
Virgin Islands (U.S.),VIR,2011,35.6,Latin America & Caribbean,High income
Viet Nam,VNM,2011,35.07,East Asia & Pacific,Lower middle income
Vanuatu,VUT,2011,9.199999809,East Asia & Pacific,Lower middle income
Samoa,WSM,2011,11.0,East Asia & Pacific,Upper middle income
"Yemen, Rep.",YEM,2011,14.90499973,Middle East & North Africa,Low income
South Africa,ZAF,2011,33.97,Sub-Saharan Africa,Upper middle income
Zambia,ZMB,2011,3.5,Sub-Saharan Africa,Lower middle income
Zimbabwe,ZWE,2011,8.399999619,Sub-Saharan Africa,Lower middle income
Aruba,ABW,2012,74.0,Latin America & Caribbean,High income
Afghanistan,AFG,2012,5.454500198,Middle East & North Africa,Low income
Angola,AGO,2012,7.699999809,Sub-Saharan Africa,Lower middle income
Albania,ALB,2012,49.40000153,Europe & Central Asia,Upper middle income
Andorra,AND,2012,82.69999695,Europe & Central Asia,High income
United Arab Emirates,ARE,2012,84.9999915,Middle East & North Africa,High income
Argentina,ARG,2012,55.79999924,Latin America & Caribbean,Upper middle income
Armenia,ARM,2012,37.5,Europe & Central Asia,Upper middle income
Antigua and Barbuda,ATG,2012,58.0,Latin America & Caribbean,High income
Australia,AUS,2012,79.0,East Asia & Pacific,High income
Austria,AUT,2012,80.02999392,Europe & Central Asia,High income
Azerbaijan,AZE,2012,54.20000076,Europe & Central Asia,Upper middle income
Burundi,BDI,2012,1.220000029,Sub-Saharan Africa,Low income
Belgium,BEL,2012,80.71999055,Europe & Central Asia,High income
Benin,BEN,2012,4.5,Sub-Saharan Africa,Lower middle income
Burkina Faso,BFA,2012,3.724999905,Sub-Saharan Africa,Low income
Bangladesh,BGD,2012,5.0,South Asia,Lower middle income
Bulgaria,BGR,2012,51.89998767,Europe & Central Asia,High income
Bahrain,BHR,2012,88.0,Middle East & North Africa,High income
"Bahamas, The",BHS,2012,71.74819946,Latin America & Caribbean,High income
Bosnia and Herzegovina,BIH,2012,45.0644989,Europe & Central Asia,Upper middle income
Belarus,BLR,2012,46.91,Europe & Central Asia,Upper middle income
Belize,BLZ,2012,31.0,Latin America & Caribbean,Upper middle income
Bermuda,BMU,2012,91.29930452,North America,High income
Bolivia,BOL,2012,35.34,Latin America & Caribbean,Lower middle income
Brazil,BRA,2012,48.56,Latin America & Caribbean,Upper middle income
Barbados,BRB,2012,71.19999695,Latin America & Caribbean,High income
Brunei Darussalam,BRN,2012,60.27310181,East Asia & Pacific,High income
Bhutan,BTN,2012,15.60000038,South Asia,Lower middle income
Botswana,BWA,2012,16.0,Sub-Saharan Africa,Upper middle income
Central African Republic,CAF,2012,2.400000095,Sub-Saharan Africa,Low income
Canada,CAN,2012,83.0,North America,High income
Switzerland,CHE,2012,85.2,Europe & Central Asia,High income
Chile,CHL,2012,55.04999924,Latin America & Caribbean,High income
China,CHN,2012,42.30009842,East Asia & Pacific,Upper middle income
Cote d'Ivoire,CIV,2012,4.400000095,Sub-Saharan Africa,Lower middle income
Cameroon,CMR,2012,7.5,Sub-Saharan Africa,Lower middle income
"Congo, Dem. Rep.",COD,2012,1.679999948,Sub-Saharan Africa,Low income
"Congo, Rep.",COG,2012,6.106699944,Sub-Saharan Africa,Lower middle income
Colombia,COL,2012,48.98,Latin America & Caribbean,Upper middle income
Comoros,COM,2012,5.975299835,Sub-Saharan Africa,Lower middle income
Cabo Verde,CPV,2012,34.74,Sub-Saharan Africa,Upper middle income
Costa Rica,CRI,2012,47.5,Latin America & Caribbean,High income
Cuba,CUB,2012,21.20000076,Latin America & Caribbean,Upper middle income
Cayman Islands,CYM,2012,69.7,Latin America & Caribbean,High income
Cyprus,CYP,2012,60.6898684,Europe & Central Asia,High income
Czechia,CZE,2012,73.43000782,Europe & Central Asia,High income
Germany,DEU,2012,82.34999847,Europe & Central Asia,High income
Djibouti,DJI,2012,9.399999619,Middle East & North Africa,Lower middle income
Dominica,DMA,2012,49.79999924,Latin America & Caribbean,Upper middle income
Denmark,DNK,2012,92.26001172,Europe & Central Asia,High income
Dominican Republic,DOM,2012,42.32,Latin America & Caribbean,Upper middle income
Algeria,DZA,2012,18.20000076,Middle East & North Africa,Upper middle income
Ecuador,ECU,2012,35.13514645,Latin America & Caribbean,Upper middle income
"Egypt, Arab Rep.",EGY,2012,26.4,Middle East & North Africa,Lower middle income
Eritrea,ERI,2012,0.800000012,Sub-Saharan Africa,Low income
Spain,ESP,2012,69.80999994,Europe & Central Asia,High income
Estonia,EST,2012,78.38992593,Europe & Central Asia,High income
Ethiopia,ETH,2012,2.900000095,Sub-Saharan Africa,
Finland,FIN,2012,89.87999797,Europe & Central Asia,High income
Fiji,FJI,2012,33.74240112,East Asia & Pacific,Upper middle income
France,FRA,2012,81.44,Europe & Central Asia,High income
Faroe Islands,FRO,2012,85.33518924,Europe & Central Asia,High income
"Micronesia, Fed. Sts.",FSM,2012,25.97439957,East Asia & Pacific,Lower middle income
Gabon,GAB,2012,24.0,Sub-Saharan Africa,Upper middle income
United Kingdom,GBR,2012,87.47999842,Europe & Central Asia,High income
Georgia,GEO,2012,36.93999863,Europe & Central Asia,Upper middle income
Ghana,GHA,2012,10.6,Sub-Saharan Africa,Lower middle income
Gibraltar,GIB,2012,65.017,Europe & Central Asia,High income
Guinea,GIN,2012,3.099999905,Sub-Saharan Africa,Lower middle income
"Gambia, The",GMB,2012,12.44919968,Sub-Saharan Africa,Low income
Guinea-Bissau,GNB,2012,2.894000053,Sub-Saharan Africa,Low income
Equatorial Guinea,GNQ,2012,13.94320011,Sub-Saharan Africa,Upper middle income
Greece,GRC,2012,55.06999344,Europe & Central Asia,High income
Grenada,GRD,2012,32.0,Latin America & Caribbean,Upper middle income
Greenland,GRL,2012,64.8960101,Europe & Central Asia,High income
Guatemala,GTM,2012,16.0,Latin America & Caribbean,Upper middle income
Guam,GUM,2012,61.53415931,East Asia & Pacific,High income
Guyana,GUY,2012,30.5,Latin America & Caribbean,High income
"Hong Kong SAR, China",HKG,2012,72.9,East Asia & Pacific,High income
Honduras,HND,2012,18.12,Latin America & Caribbean,Lower middle income
Croatia,HRV,2012,61.93997315,Europe & Central Asia,High income
Haiti,HTI,2012,9.800000191,Latin America & Caribbean,Lower middle income
Hungary,HUN,2012,70.57999815,Europe & Central Asia,High income
Indonesia,IDN,2012,14.52,East Asia & Pacific,Upper middle income
India,IND,2012,11.10000038,South Asia,Lower middle income
Ireland,IRL,2012,76.91999254,Europe & Central Asia,High income
"Iran, Islamic Rep.",IRN,2012,22.73,Middle East & North Africa,Upper middle income
Iraq,IRQ,2012,7.099999905,Middle East & North Africa,Upper middle income
Iceland,ISL,2012,96.20979955,Europe & Central Asia,High income
Israel,ISR,2012,70.8,Middle East & North Africa,High income
Italy,ITA,2012,55.82999799,Europe & Central Asia,High income
Jamaica,JAM,2012,33.79,Latin America & Caribbean,Upper middle income
Jordan,JOR,2012,37.0,Middle East & North Africa,Lower middle income
Japan,JPN,2012,79.4964,East Asia & Pacific,High income
Kazakhstan,KAZ,2012,61.90662747,Europe & Central Asia,Upper middle income
Kenya,KEN,2012,10.5,Sub-Saharan Africa,Lower middle income
Kyrgyz Republic,KGZ,2012,19.79999924,Europe & Central Asia,Lower middle income
Cambodia,KHM,2012,4.94,East Asia & Pacific,Lower middle income
Kiribati,KIR,2012,10.74680042,East Asia & Pacific,Lower middle income
St. Kitts and Nevis,KNA,2012,64.0,Latin America & Caribbean,High income
"Korea, Rep.",KOR,2012,84.07,East Asia & Pacific,High income
Kuwait,KWT,2012,70.44999695,Middle East & North Africa,High income
Lao PDR,LAO,2012,10.74769974,East Asia & Pacific,Lower middle income
Lebanon,LBN,2012,61.24980164,Middle East & North Africa,Lower middle income
Liberia,LBR,2012,2.599999905,Sub-Saharan Africa,Low income
Libya,LBY,2012,15.19999981,Middle East & North Africa,Upper middle income
